character	token	ferquency(per million)	total coverage rate(%)
礱	1	0.00053 	99.99995 
贚	1	0.00053 	99.99995 
矑	1	0.00053 	99.99995 
籚	1	0.00053 	99.99995 
罏	1	0.00053 	99.99995 
髗	1	0.00053 	99.99995 
樐	1	0.00053 	99.99995 
擄	1	0.00053 	99.99995 
淕	1	0.00053 	99.99995 
廘	1	0.00053 	99.99995 
摝	1	0.00053 	99.99995 
錴	1	0.00053 	99.99995 
騼	1	0.00053 	99.99995 
閭	1	0.00053 	99.99995 
梠	1	0.00053 	99.99995 
焒	1	0.00053 	99.99995 
繂	1	0.00053 	99.99995 
曫	1	0.00053 	99.99995 
臠	1	0.00053 	99.99995 
畧	1	0.00053 	99.99995 
侖	1	0.00053 	99.99995 
圇	1	0.00053 	99.99995 
綸	1	0.00053 	99.99995 
錀	1	0.00053 	99.99995 
腡	1	0.00053 	99.99995 
覶	1	0.00053 	99.99995 
騾	1	0.00053 	99.99995 
笿	1	0.00053 	99.99995 
蟇	1	0.00053 	99.99995 
衇	1	0.00053 	99.99995 
霢	1	0.00053 	99.99995 
樠	1	0.00053 	99.99995 
縵	1	0.00053 	99.99995 
杗	1	0.00053 	99.99995 
哤	1	0.00053 	99.99995 
鋩	1	0.00053 	99.99995 
壾	1	0.00053 	99.99995 
毜	1	0.00053 	99.99995 
愗	1	0.00053 	99.99995 
蝐	1	0.00053 	99.99995 
唜	1	0.00053 	99.99995 
珻	1	0.00053 	99.99995 
塺	1	0.00053 	99.99995 
槑	1	0.00053 	99.99995 
攟	1	0.00053 	99.99995 
鎂	1	0.00053 	99.99995 
黣	1	0.00053 	99.99995 
跊	1	0.00053 	99.99995 
煝	1	0.00053 	99.99995 
菛	1	0.00053 	99.99995 
雺	1	0.00053 	99.99995 
氋	1	0.00053 	99.99995 
矒	1	0.00053 	99.99995 
饛	1	0.00053 	99.99995 
懜	1	0.00053 	99.99995 
冞	1	0.00053 	99.99995 
禰	1	0.00053 	99.99995 
麛	1	0.00053 	99.99995 
爢	1	0.00053 	99.99995 
羋	1	0.00053 	99.99995 
渳	1	0.00053 	99.99995 
孊	1	0.00053 	99.99995 
宻	1	0.00053 	99.99995 
淧	1	0.00053 	99.99995 
婂	1	0.00053 	99.99995 
櫋	1	0.00053 	99.99995 
偭	1	0.00053 	99.99995 
玅	1	0.00053 	99.99995 
庿	1	0.00053 	99.99995 
旼	1	0.00053 	99.99995 
盿	1	0.00053 	99.99995 
崏	1	0.00053 	99.99995 
勄	1	0.00053 	99.99995 
閔	1	0.00053 	99.99995 
敯	1	0.00053 	99.99995 
覭	1	0.00053 	99.99995 
慏	1	0.00053 	99.99995 
嚤	1	0.00053 	99.99995 
嚩	1	0.00053 	99.99995 
歿	1	0.00053 	99.99995 
枺	1	0.00053 	99.99995 
砞	1	0.00053 	99.99995 
袹	1	0.00053 	99.99995 
藦	1	0.00053 	99.99995 
鏌	1	0.00053 	99.99995 
礳	1	0.00053 	99.99995 
洠	1	0.00053 	99.99995 
氁	1	0.00053 	99.99995 
畒	1	0.00053 	99.99995 
胟	1	0.00053 	99.99995 
萺	1	0.00053 	99.99995 
楘	1	0.00053 	99.99995 
丆	1	0.00053 	99.99995 
鎿	1	0.00053 	99.99995 
乸	1	0.00053 	99.99995 
雫	1	0.00053 	99.99995 
渿	1	0.00053 	99.99995 
遖	1	0.00053 	99.99995 
揇	1	0.00053 	99.99995 
戁	1	0.00053 	99.99995 
婻	1	0.00053 	99.99995 
灢	1	0.00053 	99.99995 
峱	1	0.00053 	99.99995 
詉	1	0.00053 	99.99995 
嫐	1	0.00053 	99.99995 
鯘	1	0.00053 	99.99995 
屔	1	0.00053 	99.99995 
蚭	1	0.00053 	99.99995 
掜	1	0.00053 	99.99995 
鉨	1	0.00053 	99.99995 
胒	1	0.00053 	99.99995 
堄	1	0.00053 	99.99995 
嫟	1	0.00053 	99.99995 
縌	1	0.00053 	99.99995 
嬺	1	0.00053 	99.99995 
涊	1	0.00053 	99.99995 
蹨	1	0.00053 	99.99995 
艌	1	0.00053 	99.99995 
枿	1	0.00053 	99.99995 
惗	1	0.00053 	99.99995 
菍	1	0.00053 	99.99995 
嵲	1	0.00053 	99.99995 
槷	1	0.00053 	99.99995 
嚙	1	0.00053 	99.99995 
闑	1	0.00053 	99.99995 
蠥	1	0.00053 	99.99995 
拰	1	0.00053 	99.99995 
寜	1	0.00053 	99.99995 
炄	1	0.00053 	99.99995 
繷	1	0.00053 	99.99995 
啂	1	0.00053 	99.99995 
鎒	1	0.00053 	99.99995 
籹	1	0.00053 	99.99995 
釹	1	0.00053 	99.99995 
衂	1	0.00053 	99.99995 
瘧	1	0.00053 	99.99995 
稬	1	0.00053 	99.99995 
懧	1	0.00053 	99.99995 
夞	1	0.00053 	99.99995 
熰	1	0.00053 	99.99995 
鷗	1	0.00053 	99.99996 
腢	1	0.00053 	99.99996 
漚	1	0.00053 	99.99996 
皅	1	0.00053 	99.99996 
舥	1	0.00053 	99.99996 
掱	1	0.00053 	99.99996 
帊	1	0.00053 	99.99996 
袙	1	0.00053 	99.99996 
鎃	1	0.00053 	99.99996 
沗	1	0.00053 	99.99996 
蠭	1	0.00053 	99.99996 
炐	1	0.00053 	99.99996 
垉	1	0.00053 	99.99996 
爮	1	0.00053 	99.99996 
伂	1	0.00053 	99.99996 
笩	1	0.00053 	99.99996 
梈	1	0.00053 	99.99996 
軯	1	0.00053 	99.99996 
竼	1	0.00053 	99.99996 
槰	1	0.00053 	99.99996 
憉	1	0.00053 	99.99996 
鬔	1	0.00053 	99.99996 
喸	1	0.00053 	99.99996 
旇	1	0.00053 	99.99996 
錍	1	0.00053 	99.99996 
阰	1	0.00053 	99.99996 
腗	1	0.00053 	99.99996 
鲏	1	0.00053 	99.99996 
渒	1	0.00053 	99.99996 
嚊	1	0.00053 	99.99996 
鶣	1	0.00053 	99.99996 
骿	1	0.00053 	99.99996 
駢	1	0.00053 	99.99996 
覑	1	0.00053 	99.99996 
彯	1	0.00053 	99.99996 
旚	1	0.00053 	99.99996 
翲	1	0.00053 	99.99996 
魒	1	0.00053 	99.99996 
撆	1	0.00053 	99.99996 
竮	1	0.00053 	99.99996 
蚲	1	0.00053 	99.99996 
幈	1	0.00053 	99.99996 
蓱	1	0.00053 	99.99996 
蛢	1	0.00053 	99.99996 
凴	1	0.00053 	99.99996 
檘	1	0.00053 	99.99996 
簈	1	0.00053 	99.99996 
溌	1	0.00053 	99.99996 
醱	1	0.00053 	99.99996 
鏺	1	0.00053 	99.99996 
嘙	1	0.00053 	99.99996 
謈	1	0.00053 	99.99996 
尀	1	0.00053 	99.99996 
駊	1	0.00053 	99.99996 
岶	1	0.00053 	99.99996 
敀	1	0.00053 	99.99996 
洦	1	0.00053 	99.99996 
蒪	1	0.00053 	99.99996 
犃	1	0.00053 	99.99996 
兺	1	0.00053 	99.99996 
抪	1	0.00053 	99.99996 
墣	1	0.00053 	99.99996 
纀	1	0.00053 	99.99996 
倛	1	0.00053 	99.99996 
朞	1	0.00053 	99.99996 
褄	1	0.00053 	99.99996 
磎	1	0.00053 	99.99996 
斊	1	0.00053 	99.99996 
軝	1	0.00053 	99.99996 
粸	1	0.00053 	99.99996 
懠	1	0.00053 	99.99996 
騏	1	0.00053 	99.99996 
蠐	1	0.00053 	99.99996 
婍	1	0.00053 	99.99996 
晵	1	0.00053 	99.99996 
呮	1	0.00053 	99.99996 
暣	1	0.00053 	99.99996 
磧	1	0.00053 	99.99996 
磩	1	0.00053 	99.99996 
罊	1	0.00053 	99.99996 
跒	1	0.00053 	99.99996 
愘	1	0.00053 	99.99996 
圲	1	0.00053 	99.99996 
汘	1	0.00053 	99.99996 
鈆	1	0.00053 	99.99996 
雃	1	0.00053 	99.99996 
僉	1	0.00053 	99.99996 
檶	1	0.00053 	99.99996 
攐	1	0.00053 	99.99996 
攓	1	0.00053 	99.99996 
鬝	1	0.00053 	99.99996 
乹	1	0.00053 	99.99996 
銭	1	0.00053 	99.99996 
橬	1	0.00053 	99.99996 
黚	1	0.00053 	99.99996 
濳	1	0.00053 	99.99996 
膁	1	0.00053 	99.99996 
刋	1	0.00053 	99.99996 
蔳	1	0.00053 	99.99996 
篟	1	0.00053 	99.99996 
猐	1	0.00053 	99.99996 
嗴	1	0.00053 	99.99996 
瑲	1	0.00053 	99.99996 
蔃	1	0.00053 	99.99996 
蘠	1	0.00053 	99.99996 
熗	1	0.00053 	99.99996 
墝	1	0.00053 	99.99996 
繑	1	0.00053 	99.99996 
嘺	1	0.00053 	99.99996 
譙	1	0.00053 	99.99996 
鞽	1	0.00053 	99.99996 
顦	1	0.00053 	99.99996 
韒	1	0.00053 	99.99996 
悏	1	0.00053 	99.99996 
藒	1	0.00053 	99.99996 
琹	1	0.00053 	99.99996 
梫	1	0.00053 	99.99996 
赾	1	0.00053 	99.99996 
撳	1	0.00053 	99.99996 
瀙	1	0.00053 	99.99996 
氫	1	0.00053 	99.99996 
軽	1	0.00053 	99.99996 
殑	1	0.00053 	99.99996 
暒	1	0.00053 	99.99996 
惸	1	0.00053 	99.99996 
睘	1	0.00053 	99.99996 
竆	1	0.00053 	99.99996 
藭	1	0.00053 	99.99996 
媝	1	0.00053 	99.99996 
蓲	1	0.00053 	99.99996 
趥	1	0.00053 	99.99996 
扏	1	0.00053 	99.99996 
觓	1	0.00053 	99.99996 
紌	1	0.00053 	99.99996 
釚	1	0.00053 	99.99996 
絿	1	0.00053 	99.99996 
蛷	1	0.00053 	99.99996 
浀	1	0.00053 	99.99996 
駆	1	0.00053 	99.99996 
敺	1	0.00053 	99.99996 
斪	1	0.00053 	99.99996 
葋	1	0.00053 	99.99996 
鸜	1	0.00053 	99.99996 
竬	1	0.00053 	99.99996 
閴	1	0.00053 	99.99996 
峑	1	0.00053 	99.99996 
湶	1	0.00053 	99.99996 
搼	1	0.00053 	99.99996 
瑔	1	0.00053 	99.99996 
跧	1	0.00053 	99.99996 
巏	1	0.00053 	99.99996 
甽	1	0.00053 	99.99996 
牶	1	0.00053 	99.99996 
埆	1	0.00053 	99.99996 
趞	1	0.00053 	99.99996 
鵲	1	0.00053 	99.99996 
囕	1	0.00053 	99.99996 
躟	1	0.00053 	99.99996 
譲	1	0.00053 	99.99996 
紉	1	0.00053 	99.99996 
訒	1	0.00053 	99.99996 
絍	1	0.00053 	99.99996 
腍	1	0.00053 	99.99996 
芿	1	0.00053 	99.99996 
囸	1	0.00053 	99.99996 
嫆	1	0.00053 	99.99996 
嵤	1	0.00053 	99.99996 
傇	1	0.00053 	99.99996 
媃	1	0.00053 	99.99996 
蝚	1	0.00053 	99.99996 
帤	1	0.00053 	99.99996 
蒘	1	0.00053 	99.99996 
曘	1	0.00053 	99.99996 
杁	1	0.00053 	99.99996 
鳰	1	0.00053 	99.99996 
縟	1	0.00053 	99.99996 
偄	1	0.00053 	99.99996 
腝	1	0.00053 	99.99996 
蜹	1	0.00053 	99.99996 
閏	1	0.00053 	99.99996 
渃	1	0.00053 	99.99996 
焫	1	0.00053 	99.99996 
摋	1	0.00053 	99.99996 
馺	1	0.00053 	99.99996 
毢	1	0.00053 	99.99996 
顋	1	0.00053 	99.99996 
僿	1	0.00053 	99.99996 
矂	1	0.00053 	99.99996 
洓	1	0.00053 	99.99996 
銫	1	0.00053 	99.99996 
澁	1	0.00053 	99.99997 
懎	1	0.00053 	99.99997 
轖	1	0.00053 	99.99997 
鏼	1	0.00053 	99.99997 
萐	1	0.00053 	99.99997 
簛	1	0.00053 	99.99997 
圸	1	0.00053 	99.99997 
烻	1	0.00053 	99.99997 
痁	1	0.00053 	99.99997 
嘇	1	0.00053 	99.99997 
蟺	1	0.00053 	99.99997 
贍	1	0.00053 	99.99997 
鐥	1	0.00053 	99.99997 
灗	1	0.00053 	99.99997 
鱔	1	0.00053 	99.99997 
漡	1	0.00053 	99.99997 
恦	1	0.00053 	99.99997 
焼	1	0.00053 	99.99997 
旓	1	0.00053 	99.99997 
髾	1	0.00053 	99.99997 
摵	1	0.00053 	99.99997 
蔎	1	0.00053 	99.99997 
姺	1	0.00053 	99.99997 
峷	1	0.00053 	99.99997 
眒	1	0.00053 	99.99997 
葠	1	0.00053 	99.99997 
訷	1	0.00053 	99.99997 
蓡	1	0.00053 	99.99997 
鯓	1	0.00053 	99.99997 
魫	1	0.00053 	99.99997 
呏	1	0.00053 	99.99997 
湦	1	0.00053 	99.99997 
鱦	1	0.00053 	99.99997 
貹	1	0.00053 	99.99997 
浉	1	0.00053 	99.99997 
釃	1	0.00053 	99.99997 
笶	1	0.00053 	99.99997 
鉂	1	0.00053 	99.99997 
忕	1	0.00053 	99.99997 
呩	1	0.00053 	99.99997 
柹	1	0.00053 	99.99997 
睗	1	0.00053 	99.99997 
鈰	1	0.00053 	99.99997 
謚	1	0.00053 	99.99997 
籂	1	0.00053 	99.99997 
襫	1	0.00053 	99.99997 
瓧	1	0.00053 	99.99997 
綬	1	0.00053 	99.99997 
夀	1	0.00053 	99.99997 
柕	1	0.00053 	99.99997 
瑹	1	0.00053 	99.99997 
踈	1	0.00053 	99.99997 
潻	1	0.00053 	99.99997 
荗	1	0.00053 	99.99997 
滝	1	0.00053 	99.99997 
鑠	1	0.00053 	99.99997 
泀	1	0.00053 	99.99997 
禠	1	0.00053 	99.99997 
銯	1	0.00053 	99.99997 
颸	1	0.00053 	99.99997 
価	1	0.00053 	99.99997 
梩	1	0.00053 	99.99997 
飤	1	0.00053 	99.99997 
蕼	1	0.00053 	99.99997 
儩	1	0.00053 	99.99997 
柗	1	0.00053 	99.99997 
蜙	1	0.00053 	99.99997 
愯	1	0.00053 	99.99997 
駷	1	0.00053 	99.99997 
廀	1	0.00053 	99.99997 
獀	1	0.00053 	99.99997 
洬	1	0.00053 	99.99997 
梀	1	0.00053 	99.99997 
粛	1	0.00053 	99.99997 
塐	1	0.00053 	99.99997 
榡	1	0.00053 	99.99997 
縤	1	0.00053 	99.99997 
橚	1	0.00053 	99.99997 
謖	1	0.00053 	99.99997 
荾	1	0.00053 	99.99997 
滖	1	0.00053 	99.99997 
鞖	1	0.00053 	99.99997 
瀡	1	0.00053 	99.99997 
砕	1	0.00053 	99.99997 
脺	1	0.00053 	99.99997 
賥	1	0.00053 	99.99997 
繀	1	0.00053 	99.99997 
搎	1	0.00053 	99.99997 
猻	1	0.00053 	99.99997 
趖	1	0.00053 	99.99997 
琑	1	0.00053 	99.99997 
鎻	1	0.00053 	99.99997 
鎼	1	0.00053 	99.99997 
溹	1	0.00053 	99.99997 
狧	1	0.00053 	99.99997 
嚺	1	0.00053 	99.99997 
濌	1	0.00053 	99.99997 
闥	1	0.00053 	99.99997 
譶	1	0.00053 	99.99997 
珆	1	0.00053 	99.99997 
炲	1	0.00053 	99.99997 
粏	1	0.00053 	99.99997 
潬	1	0.00053 	99.99997 
譠	1	0.00053 	99.99997 
醓	1	0.00053 	99.99997 
鐋	1	0.00053 	99.99997 
磄	1	0.00053 	99.99997 
篖	1	0.00053 	99.99997 
餳	1	0.00053 	99.99997 
仐	1	0.00053 	99.99997 
瑫	1	0.00053 	99.99997 
鞱	1	0.00053 	99.99997 
迯	1	0.00053 	99.99997 
鞀	1	0.00053 	99.99997 
畓	1	0.00053 	99.99997 
鋱	1	0.00053 	99.99997 
幐	1	0.00053 	99.99997 
偍	1	0.00053 	99.99997 
珶	1	0.00053 	99.99997 
惿	1	0.00053 	99.99997 
趧	1	0.00053 	99.99997 
鍗	1	0.00053 	99.99997 
鴺	1	0.00053 	99.99997 
挮	1	0.00053 	99.99997 
戻	1	0.00053 	99.99997 
掦	1	0.00053 	99.99997 
惖	1	0.00053 	99.99997 
揥	1	0.00053 	99.99997 
歒	1	0.00053 	99.99997 
籊	1	0.00053 	99.99997 
婖	1	0.00053 	99.99997 
甛	1	0.00053 	99.99997 
窴	1	0.00053 	99.99997 
淟	1	0.00053 	99.99997 
賟	1	0.00053 	99.99997 
錪	1	0.00053 	99.99997 
樤	1	0.00053 	99.99997 
宨	1	0.00053 	99.99997 
晀	1	0.00053 	99.99997 
聑	1	0.00053 	99.99997 
庁	1	0.00053 	99.99997 
艼	1	0.00053 	99.99997 
蝏	1	0.00053 	99.99997 
脡	1	0.00053 	99.99997 
濎	1	0.00053 	99.99997 
晍	1	0.00053 	99.99997 
浵	1	0.00053 	99.99997 
秱	1	0.00053 	99.99997 
鉖	1	0.00053 	99.99997 
斢	1	0.00053 	99.99997 
湥	1	0.00053 	99.99997 
峹	1	0.00053 	99.99997 
捈	1	0.00053 	99.99997 
梌	1	0.00053 	99.99997 
瘏	1	0.00053 	99.99997 
跿	1	0.00053 	99.99997 
莵	1	0.00053 	99.99997 
蓷	1	0.00053 	99.99997 
脮	1	0.00053 	99.99997 
娧	1	0.00053 	99.99997 
駾	1	0.00053 	99.99997 
臋	1	0.00053 	99.99997 
畽	1	0.00053 	99.99997 
扡	1	0.00053 	99.99997 
汑	1	0.00053 	99.99997 
拕	1	0.00053 	99.99997 
侻	1	0.00053 	99.99997 
挩	1	0.00053 	99.99997 
捝	1	0.00053 	99.99997 
彵	1	0.00053 	99.99997 
萚	1	0.00053 	99.99997 
徍	1	0.00053 	99.99997 
畖	1	0.00053 	99.99997 
啘	1	0.00053 	99.99997 
攨	1	0.00053 	99.99997 
瓲	1	0.00053 	99.99997 
韈	1	0.00053 	99.99997 
岏	1	0.00053 	99.99997 
捖	1	0.00053 	99.99997 
埦	1	0.00053 	99.99997 
綩	1	0.00053 	99.99997 
綰	1	0.00053 	99.99997 
杤	1	0.00053 	99.99997 
尣	1	0.00053 	99.99997 
尩	1	0.00053 	99.99997 
莣	1	0.00053 	99.99997 
蛧	1	0.00053 	99.99997 
盳	1	0.00053 	99.99997 
揋	1	0.00053 	99.99997 
揻	1	0.00053 	99.99997 
峗	1	0.00053 	99.99998 
峞	1	0.00053 	99.99998 
洈	1	0.00053 	99.99998 
喡	1	0.00053 	99.99998 
闈	1	0.00053 	99.99998 
癓	1	0.00053 	99.99998 
骩	1	0.00053 	99.99998 
愇	1	0.00053 	99.99998 
骪	1	0.00053 	99.99998 
諉	1	0.00053 	99.99998 
軎	1	0.00053 	99.99998 
菋	1	0.00053 	99.99998 
緭	1	0.00053 	99.99998 
餧	1	0.00053 	99.99998 
鏏	1	0.00053 	99.99998 
蘶	1	0.00053 	99.99998 
昷	1	0.00053 	99.99998 
珳	1	0.00053 	99.99998 
脗	1	0.00053 	99.99998 
妏	1	0.00053 	99.99998 
脕	1	0.00053 	99.99998 
螉	1	0.00053 	99.99998 
聬	1	0.00053 	99.99998 
罋	1	0.00053 	99.99998 
涹	1	0.00053 	99.99998 
蝸	1	0.00053 	99.99998 
婐	1	0.00053 	99.99998 
楃	1	0.00053 	99.99998 
鎢	1	0.00053 	99.99998 
鰞	1	0.00053 	99.99998 
娪	1	0.00053 	99.99998 
璑	1	0.00053 	99.99998 
俉	1	0.00053 	99.99998 
娬	1	0.00053 	99.99998 
廡	1	0.00053 	99.99998 
潕	1	0.00053 	99.99998 
甒	1	0.00053 	99.99998 
岉	1	0.00053 	99.99998 
矹	1	0.00053 	99.99998 
蘁	1	0.00053 	99.99998 
卥	1	0.00053 	99.99998 
屖	1	0.00053 	99.99998 
蒠	1	0.00053 	99.99998 
熈	1	0.00053 	99.99998 
豯	1	0.00053 	99.99998 
蠵	1	0.00053 	99.99998 
漝	1	0.00053 	99.99998 
飁	1	0.00053 	99.99998 
騽	1	0.00053 	99.99998 
葈	1	0.00053 	99.99998 
鈢	1	0.00053 	99.99998 
暿	1	0.00053 	99.99998 
卌	1	0.00053 	99.99998 
欯	1	0.00053 	99.99998 
釳	1	0.00053 	99.99998 
慀	1	0.00053 	99.99998 
綌	1	0.00053 	99.99998 
隟	1	0.00053 	99.99998 
熂	1	0.00053 	99.99998 
闟	1	0.00053 	99.99998 
閕	1	0.00053 	99.99998 
硤	1	0.00053 	99.99998 
筪	1	0.00053 	99.99998 
舝	1	0.00053 	99.99998 
蕸	1	0.00053 	99.99998 
縖	1	0.00053 	99.99998 
赮	1	0.00053 	99.99998 
圷	1	0.00053 	99.99998 
佡	1	0.00053 	99.99998 
嘕	1	0.00053 	99.99998 
銛	1	0.00053 	99.99998 
鍂	1	0.00053 	99.99998 
韱	1	0.00053 	99.99998 
鶱	1	0.00053 	99.99998 
鱻	1	0.00053 	99.99998 
蛝	1	0.00053 	99.99998 
撏	1	0.00053 	99.99998 
鷴	1	0.00053 	99.99998 
毨	1	0.00053 	99.99998 
禒	1	0.00053 	99.99998 
顕	1	0.00053 	99.99998 
蘚	1	0.00053 	99.99998 
涀	1	0.00053 	99.99998 
絤	1	0.00053 	99.99998 
撊	1	0.00053 	99.99998 
糮	1	0.00053 	99.99998 
驤	1	0.00053 	99.99998 
晑	1	0.00053 	99.99998 
蠁	1	0.00053 	99.99998 
缿	1	0.00053 	99.99998 
萫	1	0.00053 	99.99998 
曏	1	0.00053 	99.99998 
襐	1	0.00053 	99.99998 
鐌	1	0.00053 	99.99998 
侾	1	0.00053 	99.99998 
宯	1	0.00053 	99.99998 
蟂	1	0.00053 	99.99998 
簫	1	0.00053 	99.99998 
髐	1	0.00053 	99.99998 
鷍	1	0.00053 	99.99998 
驍	1	0.00053 	99.99998 
暁	1	0.00053 	99.99998 
皢	1	0.00053 	99.99998 
恔	1	0.00053 	99.99998 
熽	1	0.00053 	99.99998 
劦	1	0.00053 	99.99998 
恊	1	0.00053 	99.99998 
熁	1	0.00053 	99.99998 
擕	1	0.00053 	99.99998 
蝢	1	0.00053 	99.99998 
襭	1	0.00053 	99.99998 
伳	1	0.00053 	99.99998 
徢	1	0.00053 	99.99998 
焎	1	0.00053 	99.99998 
紲	1	0.00053 	99.99998 
噧	1	0.00053 	99.99998 
韰	1	0.00053 	99.99998 
鈊	1	0.00053 	99.99998 
嬜	1	0.00053 	99.99998 
脪	1	0.00053 	99.99998 
銒	1	0.00053 	99.99998 
莕	1	0.00053 	99.99998 
塂	1	0.00053 	99.99998 
緈	1	0.00053 	99.99998 
嬹	1	0.00053 	99.99998 
忷	1	0.00053 	99.99998 
樇	1	0.00053 	99.99998 
滫	1	0.00053 	99.99998 
璓	1	0.00053 	99.99998 
裦	1	0.00053 	99.99998 
揟	1	0.00053 	99.99998 
蝑	1	0.00053 	99.99998 
詡	1	0.00053 	99.99998 
垿	1	0.00053 	99.99998 
訹	1	0.00053 	99.99998 
槒	1	0.00053 	99.99998 
稸	1	0.00053 	99.99998 
緖	1	0.00053 	99.99998 
鱮	1	0.00053 	99.99998 
萲	1	0.00053 	99.99998 
琁	1	0.00053 	99.99998 
暶	1	0.00053 	99.99998 
袨	1	0.00053 	99.99998 
颴	1	0.00053 	99.99998 
鏇	1	0.00053 	99.99998 
塤	1	0.00053 	99.99998 
揗	1	0.00053 	99.99998 
樳	1	0.00053 	99.99998 
燂	1	0.00053 	99.99998 
卂	1	0.00053 	99.99998 
伨	1	0.00053 	99.99998 
侚	1	0.00053 	99.99998 
狥	1	0.00053 	99.99998 
賐	1	0.00053 	99.99998 
顨	1	0.00053 	99.99998 
孲	1	0.00053 	99.99998 
圠	1	0.00053 	99.99998 
亜	1	0.00053 	99.99998 
閹	1	0.00053 	99.99998 
臙	1	0.00053 	99.99998 
黫	1	0.00053 	99.99998 
郔	1	0.00053 	99.99998 
狿	1	0.00053 	99.99998 
嵓	1	0.00053 	99.99998 
楌	1	0.00053 	99.99998 
厳	1	0.00053 	99.99998 
乵	1	0.00053 	99.99998 
椼	1	0.00053 	99.99998 
硽	1	0.00053 	99.99998 
黬	1	0.00053 	99.99998 
黶	1	0.00053 	99.99998 
醼	1	0.00053 	99.99998 
饜	1	0.00053 	99.99998 
鍈	1	0.00053 	99.99998 
氜	1	0.00053 	99.99998 
佒	1	0.00053 	99.99998 
坱	1	0.00053 	99.99998 
傟	1	0.00053 	99.99998 
葽	1	0.00053 	99.99998 
媱	1	0.00053 	99.99998 
颻	1	0.00053 	99.99998 
岆	1	0.00053 	99.99998 
殀	1	0.00053 	99.99998 
詏	1	0.00053 	99.99998 
曣	1	0.00053 	99.99998 
潱	1	0.00053 	99.99998 
亱	1	0.00053 	99.99998 
洂	1	0.00053 	99.99998 
楪	1	0.00053 	99.99998 
曄	1	0.00053 	99.99998 
曅	1	0.00053 	99.99999 
燁	1	0.00053 	99.99999 
擖	1	0.00053 	99.99999 
澲	1	0.00053 	99.99999 
謁	1	0.00053 	99.99999 
擫	1	0.00053 	99.99999 
壱	1	0.00053 	99.99999 
瑿	1	0.00053 	99.99999 
鷖	1	0.00053 	99.99999 
黳	1	0.00053 	99.99999 
瓵	1	0.00053 	99.99999 
詒	1	0.00053 	99.99999 
跠	1	0.00053 	99.99999 
飴	1	0.00053 	99.99999 
彜	1	0.00053 	99.99999 
謻	1	0.00053 	99.99999 
攺	1	0.00053 	99.99999 
崺	1	0.00053 	99.99999 
伿	1	0.00053 	99.99999 
劮	1	0.00053 	99.99999 
坄	1	0.00053 	99.99999 
耴	1	0.00053 	99.99999 
呹	1	0.00053 	99.99999 
俋	1	0.00053 	99.99999 
帠	1	0.00053 	99.99999 
浂	1	0.00053 	99.99999 
唈	1	0.00053 	99.99999 
垼	1	0.00053 	99.99999 
浳	1	0.00053 	99.99999 
豙	1	0.00053 	99.99999 
湙	1	0.00053 	99.99999 
詣	1	0.00053 	99.99999 
膉	1	0.00053 	99.99999 
靾	1	0.00053 	99.99999 
槸	1	0.00053 	99.99999 
黓	1	0.00053 	99.99999 
墿	1	0.00053 	99.99999 
嬟	1	0.00053 	99.99999 
瞖	1	0.00053 	99.99999 
褹	1	0.00053 	99.99999 
鶂	1	0.00053 	99.99999 
蘙	1	0.00053 	99.99999 
鷾	1	0.00053 	99.99999 
齸	1	0.00053 	99.99999 
乚	1	0.00053 	99.99999 
歅	1	0.00053 	99.99999 
冘	1	0.00053 	99.99999 
乑	1	0.00053 	99.99999 
泿	1	0.00053 	99.99999 
蔩	1	0.00053 	99.99999 
齦	1	0.00053 	99.99999 
淾	1	0.00053 	99.99999 
靷	1	0.00053 	99.99999 
飮	1	0.00053 	99.99999 
懚	1	0.00053 	99.99999 
珱	1	0.00053 	99.99999 
愥	1	0.00053 	99.99999 
绬	1	0.00053 	99.99999 
噟	1	0.00053 	99.99999 
鷪	1	0.00053 	99.99999 
塋	1	0.00053 	99.99999 
藀	1	0.00053 	99.99999 
瀠	1	0.00053 	99.99999 
櫿	1	0.00053 	99.99999 
籝	1	0.00053 	99.99999 
籯	1	0.00053 	99.99999 
梬	1	0.00053 	99.99999 
潁	1	0.00053 	99.99999 
嗈	1	0.00053 	99.99999 
牅	1	0.00053 	99.99999 
廱	1	0.00053 	99.99999 
惥	1	0.00053 	99.99999 
彮	1	0.00053 	99.99999 
泑	1	0.00053 	99.99999 
瀀	1	0.00053 	99.99999 
肬	1	0.00053 	99.99999 
怣	1	0.00053 	99.99999 
斿	1	0.00053 	99.99999 
偤	1	0.00053 	99.99999 
鈾	1	0.00053 	99.99999 
鮋	1	0.00053 	99.99999 
湵	1	0.00053 	99.99999 
蜏	1	0.00053 	99.99999 
牰	1	0.00053 	99.99999 
亴	1	0.00053 	99.99999 
亐	1	0.00053 	99.99999 
釪	1	0.00053 	99.99999 
隃	1	0.00053 	99.99999 
牏	1	0.00053 	99.99999 
艅	1	0.00053 	99.99999 
蕍	1	0.00053 	99.99999 
諛	1	0.00053 	99.99999 
澞	1	0.00053 	99.99999 
鮽	1	0.00053 	99.99999 
匬	1	0.00053 	99.99999 
铻	1	0.00053 	99.99999 
噳	1	0.00053 	99.99999 
喐	1	0.00053 	99.99999 
喩	1	0.00053 	99.99999 
罭	1	0.00053 	99.99999 
嶎	1	0.00053 	99.99999 
銉	1	0.00053 	99.99999 
稶	1	0.00053 	99.99999 
澦	1	0.00053 	99.99999 
